text,label,preprocessed_text
"I've often wondered just how much CASPER was meant for children...with all the issues revolving around his identity (in this film we are lead to believe that he is the spirit of a dead child, as his home is a cemetery plot), as well as the disturbing message brought by this particular film. Maybe Casper was meant more as a morality play, or Famous Studios felt like breaking new ground in 'reality' cartoons.<br /><br />THERE'S GOOD BOOS TONIGHT is a well-animated project-no doubt there. But, the plot development involving the fox (who becomes Casper's friend, but meets a tragic end) is a concern.<br /><br />Give Famous Studios credit--they tackle death with respect...but, the stark image of Casper's mourning is rather graphic and disturbing for children (though the denouement does offer a happy ending, but I won't give away the ending), and the violence is rather steep, even for 1940's standards.<br /><br />This might be a good cartoon for parents to use in helping explain death to children--but I wouldn't pop it into the VCR for a perky cartoon break.",1,ive often wondered just how much casper was meant for children   with all the issues revolving around his identity  in this film we are lead to believe that he is the spirit of a dead child  as his home is a cemetery plot   as well as the disturbing message brought by this particular film  maybe casper was meant more as a morality play  or famous studios felt like breaking new ground in reality cartoons  theres good boos tonight is a well animated project no doubt there  but  the plot development involving the fox  who becomes caspers friend  but meets a tragic end  is a concern  give famous studios credit  they tackle death with respect   but  the stark image of caspers mourning is rather graphic and disturbing for children  though the denouement does offer a happy ending  but i wont give away the ending   and the violence is rather steep  even for 1940s standards  this might be a good cartoon for parents to use in helping explain death to children  but i wouldnt pop it into the vcr for a perky cartoon break 
"This is just as good as the original 101 if not better. Of course, Cruella steals the show with her outrageous behaviour and outfits, and the movie was probably made because the public wanted to see more of Cruella. We see a lot more of her this time round. I also like Ioan Gruffudd as Kevin, the rather bumbling male lead. To use Paris as the climax of the movie was a clever idea. The movie is well worth watching whatever your age, provided you like animals.",1,this is just as good as the original 101 if not better  of course  cruella steals the show with her outrageous behaviour and outfits  and the movie was probably made because the public wanted to see more of cruella  we see a lot more of her this time round  i also like ioan gruffudd as kevin  the rather bumbling male lead  to use paris as the climax of the movie was a clever idea  the movie is well worth watching whatever your age  provided you like animals 
"Paul Reiser did a spectacular job in writing this movie. Peter Falk gives the performance of his life. It is worthy of an Academy Award. This was one of the most poignant and funny movies of the year. Reiser's wit is fantastic and he is as good as it gets and as he was in his long running TV sitcom ""Mad about You"". Peter Falk did a masterful job as his dad, and Peter who is now 78 years young made us laugh and cry at the same time. The supporting cast was equal to the task especially the gorgeous gorgeous Elizabeth Perkins. It is a must see movie for 2005. We bet that everyone across all ages and religions will love this movie and somehow relate to it in one way or another. We have mothers and fathers and siblings like these in the movie. We have all had the good and bad times together and wish things were the same but different.",1,paul reiser did a spectacular job in writing this movie  peter falk gives the performance of his life  it is worthy of an academy award  this was one of the most poignant and funny movies of the year  reisers wit is fantastic and he is as good as it gets and as he was in his long running tv sitcom  mad about you   peter falk did a masterful job as his dad  and peter who is now 78 years young made us laugh and cry at the same time  the supporting cast was equal to the task especially the gorgeous gorgeous elizabeth perkins  it is a must see movie for 2005  we bet that everyone across all ages and religions will love this movie and somehow relate to it in one way or another  we have mothers and fathers and siblings like these in the movie  we have all had the good and bad times together and wish things were the same but different 
"What this movie does well is combine action and horror with comedy and drama in a unique way that teases more emotion form the audience than a typical horror movie. Unfortunately with disjointed storytelling, frustrating plot-holes, and contradictory scenes this movie mainly caused me frustration and is hardly ""the greatest monster movie ever."" <br /><br />Let's start with the good stuff: comedy, acting and special effects. From the get-go, this movie starts off fast paced and cheeky. The opening scene - the monster's origin - is campy and quick, paying homage the the classic 'environmental' disasters that have given birth to so many other monsters. The pacing is fast, which was a welcome break from the long and often pointlessly dramatic opening scene from other monster flicks and allows the movie to jump right into the action. With in the course of 10 minutes you get the 'why', 'where,' and 'how' of the beast and are ready for action. In this the movie delivers.<br /><br />After another short and well shot sequence the characters are introduced: the lazy son and his precocious little girl, kind grandfather, and talented sister (aunt) and, of course, the monster. The characters are introduced in context to each other and their conflicts are instantly apparent, allowing the audience to feel for them when the monster shows up suddenly to wreak havoc in the river area where they live and work. <br /><br />The monster it's self looks great: alien yet familiar - kinda like a dog and fish pooped out by a squid. The effects of the creature are second to none and although it looks strange it is believable and at no point in the movie could you 'see it's strings.' Even the movement of the monster was horribly familiar, like a growing and excited rottweiler on linoleum the monster barrels through the crowd, slipping on surfaces, crushing and eating those in it's path. When the monster's path intersects with the family and tragedy ensues it truly is a painful moment, and you can feel the need for revenge but from there on out the movie's appeal begins to unravel.<br /><br />Following the dynamite beginning the movie quickly loses focus and continuity. Plot-lines are introduced, then abandoned, characters change their position for no apparent reason, and comedy is interlaced into dramatic scenes confusing intent, while obstacles appear and disappear seemingly at random. <br /><br />As for the comedy, let me say this: I'm willing to accept that a lot of the humor is probably cultural. I am not familiar with Korean humor so maybe things were lost in translation. However, as an Asian studies major in college and as someone who has been living in Japan for the last 5 years (still here) I'd like to think I have a better grasp on Asian humor than the average white-guy. That being said there were many parts of the movie that I understood were supposed to be funny, but, to me, weren't. <br /><br />*********** SPOILER************* For example: after the initial attack where the young daughter is lost the family is at the funeral; everyone is mourning. A new character is introduced - a brother - and tension is raised even higher as it becomes obvious that the two brothers are at odds with one another. They both begin to grieve for their loss and wind up competing with each other over who is grieving harder. This competition is, at it's core, funny: two brothers who dislike each-other so much they even compete at a funeral - it shows the prickly nature of familial love common in Asian comedy. This subtle slap-stick comedy poking fun at family and ritualized mourning is supposed to be funny but, seemed really out of place in the context of a lost little girl. ************** END SPOILER **************<br /><br />Then come the plot holes. there are so many points brought up in this movie that are never explained, or, worse, are explained and fretted over only to be proved impotent and pointless in the end. Finding out an obstacle isn't an obstacle can be a good thing for a character, but you'd expect some comment to that nature. Instead the audience is barraged by moments of anti-climax when problems just 'aren't there' anymore and no one gives an indication that it was ever a problem to start. So I ask you: why even bring it up in the first place? <br /><br />This was prevalent through out the film as problems gave rise to new problems, and suddenly the world of the movie is filled with opposing forces that never resolved each other. Of course introducing new and greater problems is a time-tested story telling tradition, but if the introduction of a new arc leads the the forced shortening of another you would expect at least that the new arc gets full explanation. Not in this movie. Instead it was as if you get several stories, each only explained 20% of the way and, in the end, the parts never converge to complete the whole.<br /><br />Again, I'm willing to accept that a lot of this might be 'cultural.' Maybe its in Korean story- telling tradition to put comedy inside a tragedy. Maybe it's normal for stories to go all over like a child who colors outside the lines on every-page, but never finishes one. Maybe it's OK to present a problem in order to develop the plot but then remove that problem randomly without any apparent solution or catharsis. Or maybe these are all hallmarks of sloppy work and bad storytelling rampant in a movie that seems to have a much better reputation than it deserves.",0,what this movie does well is combine action and horror with comedy and drama in a unique way that teases more emotion form the audience than a typical horror movie  unfortunately with disjointed storytelling  frustrating plot holes  and contradictory scenes this movie mainly caused me frustration and is hardly  the greatest monster movie ever    lets start with the good stuff  comedy  acting and special effects  from the get go  this movie starts off fast paced and cheeky  the opening scene   the monsters origin   is campy and quick  paying homage the the classic environmental disasters that have given birth to so many other monsters  the pacing is fast  which was a welcome break from the long and often pointlessly dramatic opening scene from other monster flicks and allows the movie to jump right into the action  with in the course of 10 minutes you get the why  where  and how of the beast and are ready for action  in this the movie delivers  after another short and well shot sequence the characters are introduced  the lazy son and his precocious little girl  kind grandfather  and talented sister  aunt  and  of course  the monster  the characters are introduced in context to each other and their conflicts are instantly apparent  allowing the audience to feel for them when the monster shows up suddenly to wreak havoc in the river area where they live and work   the monster its self looks great  alien yet familiar   kinda like a dog and fish pooped out by a squid  the effects of the creature are second to none and although it looks strange it is believable and at no point in the movie could you see its strings  even the movement of the monster was horribly familiar  like a growing and excited rottweiler on linoleum the monster barrels through the crowd  slipping on surfaces  crushing and eating those in its path  when the monsters path intersects with the family and tragedy ensues it truly is a painful moment  and you can feel the need for revenge but from there on out the movies appeal begins to unravel  following the dynamite beginning the movie quickly loses focus and continuity  plot lines are introduced  then abandoned  characters change their position for no apparent reason  and comedy is interlaced into dramatic scenes confusing intent  while obstacles appear and disappear seemingly at random   as for the comedy  let me say this  im willing to accept that a lot of the humor is probably cultural  i am not familiar with korean humor so maybe things were lost in translation  however  as an asian studies major in college and as someone who has been living in japan for the last 5 years  still here  id like to think i have a better grasp on asian humor than the average white guy  that being said there were many parts of the movie that i understood were supposed to be funny  but  to me  werent               spoiler              for example  after the initial attack where the young daughter is lost the family is at the funeral  everyone is mourning  a new character is introduced   a brother   and tension is raised even higher as it becomes obvious that the two brothers are at odds with one another  they both begin to grieve for their loss and wind up competing with each other over who is grieving harder  this competition is  at its core  funny  two brothers who dislike each other so much they even compete at a funeral   it shows the prickly nature of familial love common in asian comedy  this subtle slap stick comedy poking fun at family and ritualized mourning is supposed to be funny but  seemed really out of place in the context of a lost little girl                 end spoiler                then come the plot holes  there are so many points brought up in this movie that are never explained  or  worse  are explained and fretted over only to be proved impotent and pointless in the end  finding out an obstacle isnt an obstacle can be a good thing for a character  but youd expect some comment to that nature  instead the audience is barraged by moments of anti climax when problems just arent there anymore and no one gives an indication that it was ever a problem to start  so i ask you  why even bring it up in the first place   this was prevalent through out the film as problems gave rise to new problems  and suddenly the world of the movie is filled with opposing forces that never resolved each other  of course introducing new and greater problems is a time tested story telling tradition  but if the introduction of a new arc leads the the forced shortening of another you would expect at least that the new arc gets full explanation  not in this movie  instead it was as if you get several stories  each only explained 20  of the way and  in the end  the parts never converge to complete the whole  again  im willing to accept that a lot of this might be cultural  maybe its in korean story  telling tradition to put comedy inside a tragedy  maybe its normal for stories to go all over like a child who colors outside the lines on every page  but never finishes one  maybe its ok to present a problem in order to develop the plot but then remove that problem randomly without any apparent solution or catharsis  or maybe these are all hallmarks of sloppy work and bad storytelling rampant in a movie that seems to have a much better reputation than it deserves 
"Academy Award winner Robert Redford (Best Director. Ordinary People 1980) captures the majesty of the Montana wilderness and the strength of the American family in this acclaimed adaptation of Norman Macleans classic memoir.<br /><br />Craig Sheffer stars as the young Norman, and Brad Pitt stars as his brother Paul, an irresistible daredevil driven to challenge the world.<br /><br />Growing up, both boys rebel against their stern Minister father (Tom Skerritt).<br /><br />While Norman channels his rebellion into writing, Paul descends a slippery path to self-destruction.<br /><br />Also starring Emily LLoyd as wild-hearted Jessie Burns.<br /><br />The film won an Academy Award for Best Cinematopghaphy in 1993.",1,academy award winner robert redford  best director  ordinary people 1980  captures the majesty of the montana wilderness and the strength of the american family in this acclaimed adaptation of norman macleans classic memoir  craig sheffer stars as the young norman  and brad pitt stars as his brother paul  an irresistible daredevil driven to challenge the world  growing up  both boys rebel against their stern minister father  tom skerritt   while norman channels his rebellion into writing  paul descends a slippery path to self destruction  also starring emily lloyd as wild hearted jessie burns  the film won an academy award for best cinematopghaphy in 1993 
"I had no background knowledge of this movie before I bought it, but it sounded cool and I've been wanting to see a really kick-butt Viking movie for awhile now... alas, this film was not what I was looking for. I had hoped for the best, but instead, was delivered a boring Nordic soap-opera that seemed to drag on too long despite its 84 minute running time. The film's premise is intriguing enough: It's about a Viking warlord who defies his God and Odin is so enraged that he curses the warlord's son, named Barek, to death and rebirth as a Berserker. This Barek guy is then forced to live enraged, insane, and violent lifetime after lifetime. The movie is filmed competently enough, with some rich cinematography and quasi-good performances by the actors, but again, I found myself bored and questioning when this dribble would end. The filmmakers had a chance to make something rather entertaining and semi-unique but they dropped the ball. Perhaps it could've been improved with some cheap exploitation tactics thrown in such as gratuitous nudity and lots of gore... I mean, we are talking about ""Berserkers"" here, aren't we? Vikings were supposed to be BAD enough, what with all the raping and pillaging, so aren't Berserkers supposed to be even more extreme? All in all, unless you're a fan of The Young and Restless (etc...) or, are yourself, in fact, an insane Berserker who likes self torture, I'd probably steer clear of this drab piece of celluloid.",0,i had no background knowledge of this movie before i bought it  but it sounded cool and ive been wanting to see a really kick butt viking movie for awhile now    alas  this film was not what i was looking for  i had hoped for the best  but instead  was delivered a boring nordic soap opera that seemed to drag on too long despite its 84 minute running time  the films premise is intriguing enough  its about a viking warlord who defies his god and odin is so enraged that he curses the warlords son  named barek  to death and rebirth as a berserker  this barek guy is then forced to live enraged  insane  and violent lifetime after lifetime  the movie is filmed competently enough  with some rich cinematography and quasi good performances by the actors  but again  i found myself bored and questioning when this dribble would end  the filmmakers had a chance to make something rather entertaining and semi unique but they dropped the ball  perhaps it couldve been improved with some cheap exploitation tactics thrown in such as gratuitous nudity and lots of gore    i mean  we are talking about  berserkers  here  arent we  vikings were supposed to be bad enough  what with all the raping and pillaging  so arent berserkers supposed to be even more extreme  all in all  unless youre a fan of the young and restless  etc     or  are yourself  in fact  an insane berserker who likes self torture  id probably steer clear of this drab piece of celluloid 
"I really wanted to like this movie. It has a nice prison setting, conspiracy theories, bloodthirsty zombies, a perfectly hideous 80s-touch and it is a directorial effort by actor John Saxon, who also plays a bad (you guessed it) a bad guy. It reminds me of some (beloved) Italian horror flicks. But the direction is very wooden and there is no nightmarish/frightening moment in there. It just goes on and on and on, and then it (logically) has to end. More suspense and more daring visuals and its destiny as a cult classic would have been sealed.",0,i really wanted to like this movie  it has a nice prison setting  conspiracy theories  bloodthirsty zombies  a perfectly hideous 80s touch and it is a directorial effort by actor john saxon  who also plays a bad  you guessed it  a bad guy  it reminds me of some  beloved  italian horror flicks  but the direction is very wooden and there is no nightmarish frightening moment in there  it just goes on and on and on  and then it  logically  has to end  more suspense and more daring visuals and its destiny as a cult classic would have been sealed 
"Five years on from the Tenko survivors returning home, and from Marion's double-edged ""Well that's that"".<br /><br />It's now 1950: reunion time. The gang's all here: Marion, Bea, Ulrica, Kate, Dorothy, Christina, Dominica, and latecomers Maggie and Alice. The story that unfolds is a beaut: as perfectly written and acted, and as thought-provoking and moving, as the original series.<br /><br />All the questions left hanging at the end of the series are neatly answered here. From Marion's family to Joss's health centre, everything has changed in five years, and not everything has changed for the best.<br /><br />A trip to Dominica's plantation brings plenty of shocks and some truly edge-of-the-seat tension. There's a real sense of tragedy and disaster as, once again, fate takes over and the women struggle for their lives. Dominica finally shows her true colours, and there are some shout-at-the-telly moments of drama.<br /><br />Lush location filming in Singapore, and an opportunity to catch up with a group of women who feel like they have become friends. It's such a shame that this really is the end. I could watch it all over again. Perfection.",1,five years on from the tenko survivors returning home  and from marions double edged  well thats that   its now 1950  reunion time  the gangs all here  marion  bea  ulrica  kate  dorothy  christina  dominica  and latecomers maggie and alice  the story that unfolds is a beaut  as perfectly written and acted  and as thought provoking and moving  as the original series  all the questions left hanging at the end of the series are neatly answered here  from marions family to josss health centre  everything has changed in five years  and not everything has changed for the best  a trip to dominicas plantation brings plenty of shocks and some truly edge of the seat tension  theres a real sense of tragedy and disaster as  once again  fate takes over and the women struggle for their lives  dominica finally shows her true colours  and there are some shout at the telly moments of drama  lush location filming in singapore  and an opportunity to catch up with a group of women who feel like they have become friends  its such a shame that this really is the end  i could watch it all over again  perfection 
"I loved this movie. It is a definite inspirational movie. It fills you with pride. This movie is worth the rental or worth buying. It should be in everyones home. Best movie I have seen in a long time. It will make you mad because everyone is so mean to Carl Brashear, but in the end it gets better. It is a story of romance, drama, action, and plenty of funny lines to keep you tuned in. I love a lot of the quotes. I use them all the time. They help keep me on task of what I want to do. It shows that anyone can achieve their dreams, all they have to do is work for it. It is a long movie, but every time I watch it, I never notice that it is as long as it is. I get so engrossed in it, that it goes so quick. I love this movie. I watch it whenever I can.",1,i loved this movie  it is a definite inspirational movie  it fills you with pride  this movie is worth the rental or worth buying  it should be in everyones home  best movie i have seen in a long time  it will make you mad because everyone is so mean to carl brashear  but in the end it gets better  it is a story of romance  drama  action  and plenty of funny lines to keep you tuned in  i love a lot of the quotes  i use them all the time  they help keep me on task of what i want to do  it shows that anyone can achieve their dreams  all they have to do is work for it  it is a long movie  but every time i watch it  i never notice that it is as long as it is  i get so engrossed in it  that it goes so quick  i love this movie  i watch it whenever i can 
"This has to be one of my favourite flicks, unlike the weak 'Elvira's Haunted Hills'...anyway I love the way the movie is a goth/com 'Wizard of Oz' story...<br /><br />Elvira is a goth Dorothy who is stranded in an unfamiliar town after the death of a Good Witch (elviras Aunt Morgana)...she inherits a ""Ruby"" ring which is extremely powerful and sought after by the Bad Warlock (Her uncle)...She befriends four Characters whom she inadvertently helps grow throughout the movie all the while with a dog in tow. There is a show down with her uncle (the wicked witch of the West) where Elvira realises that she has the strength within her and ends up defeating him. In the end she gets sent off by the towns folk after winning over their hearts and finally gets to her destination Las Vegas (Dorothy's home in Kansas).<br /><br />There are many references made to the wizard of oz throughout the movie...she and her uncle both quote lines relevant to their parallel characters. Elvira: ""Youe must be aunt Em, and you must be uncle Remus....There's no place like home, there's no place like home!"" Bad uncle Vinny: ""I'll get you my pretty, and your little dog too!""<br /><br />There is a sign that Elvira passes when first on her road trip which mentions the state of Kansas.<br /><br />But aside from this, the fact that one of the sequences she ""ripped off, um...I mean was inspired by FlashDance"" is pure genius...and if you don't roll around laughing at her titty twirling at the end of her ""very 80's"" Las Vegas show then you haven't got a camp bone in your body...This movie is a Cult/Camp Classic",1,this has to be one of my favourite flicks  unlike the weak elviras haunted hills   anyway i love the way the movie is a goth com wizard of oz story    elvira is a goth dorothy who is stranded in an unfamiliar town after the death of a good witch  elviras aunt morgana    she inherits a  ruby  ring which is extremely powerful and sought after by the bad warlock  her uncle    she befriends four characters whom she inadvertently helps grow throughout the movie all the while with a dog in tow  there is a show down with her uncle  the wicked witch of the west  where elvira realises that she has the strength within her and ends up defeating him  in the end she gets sent off by the towns folk after winning over their hearts and finally gets to her destination las vegas  dorothys home in kansas   there are many references made to the wizard of oz throughout the movie   she and her uncle both quote lines relevant to their parallel characters  elvira   youe must be aunt em  and you must be uncle remus    theres no place like home  theres no place like home   bad uncle vinny   ill get you my pretty  and your little dog too   there is a sign that elvira passes when first on her road trip which mentions the state of kansas  but aside from this  the fact that one of the sequences she  ripped off  um   i mean was inspired by flashdance  is pure genius   and if you dont roll around laughing at her titty twirling at the end of her  very 80s  las vegas show then you havent got a camp bone in your body   this movie is a cult camp classic
"Alain Delon visits swift, sure vengeance on the ruthless crime family that employed him as a hit-man in the Duccio Tessari thriller ""Big Guns"" after they accidentally murder his wife and child. Tessari and scenarists Roberto Gandus, Ugo Liberatore of ""A Minute to Pray, a Second to Die,"" and Franco Verucci of ""Ring of Death"" take this actioneer about a career gunman for the mob right down to the wire. Indeed, ""Big Guns"" is rather predictable, but it still qualifies as solid entertainment with lots of savage and often sudden killings. Alain Delon of ""The Godson"" is appropriately laconic as he methodically deals out death to the heads of the mob families who refused to let him retire so that he could enjoy life with his young son and daughter. Richard Conte of ""The Godfather"" plays a Sicilian crime boss who wants to bury the hatchet with the Delon character, but the rest of his hard-nosed associates want the hit-man dead. Like most crime thrillers in the 1960s and 1970s, ""Big Guns"" subscribes to the cinematic morality that crime does not pay. Interestingly, the one man who has nothing to do with the murder of the wife and son of the hero survives while another betrays the hero with extreme prejudice. Tessari does not waste a second in this 90-minute shoot'em up. Apart from the mother and son dying in a car bomb meant for the father, the worst thing that takes place occurs in an automobile salvage yard when an associate of the hero is crushed in a junked car. Ostensibly, ""Big Guns"" is a rather bloodless outing, but it does have a high body count for a 1973 mobster melodrama. Only at the last minute does our protagonist let his guard down and so the contrived morality of an eye for an eye remains intact. Tessari stages a couple of decent car chases and the death of a don in a train traveling through a train tunnel is as bloody as this violent yarn gets. The photography and the compositions are excellent.",1,alain delon visits swift  sure vengeance on the ruthless crime family that employed him as a hit man in the duccio tessari thriller  big guns  after they accidentally murder his wife and child  tessari and scenarists roberto gandus  ugo liberatore of  a minute to pray  a second to die   and franco verucci of  ring of death  take this actioneer about a career gunman for the mob right down to the wire  indeed   big guns  is rather predictable  but it still qualifies as solid entertainment with lots of savage and often sudden killings  alain delon of  the godson  is appropriately laconic as he methodically deals out death to the heads of the mob families who refused to let him retire so that he could enjoy life with his young son and daughter  richard conte of  the godfather  plays a sicilian crime boss who wants to bury the hatchet with the delon character  but the rest of his hard nosed associates want the hit man dead  like most crime thrillers in the 1960s and 1970s   big guns  subscribes to the cinematic morality that crime does not pay  interestingly  the one man who has nothing to do with the murder of the wife and son of the hero survives while another betrays the hero with extreme prejudice  tessari does not waste a second in this 90 minute shootem up  apart from the mother and son dying in a car bomb meant for the father  the worst thing that takes place occurs in an automobile salvage yard when an associate of the hero is crushed in a junked car  ostensibly   big guns  is a rather bloodless outing  but it does have a high body count for a 1973 mobster melodrama  only at the last minute does our protagonist let his guard down and so the contrived morality of an eye for an eye remains intact  tessari stages a couple of decent car chases and the death of a don in a train traveling through a train tunnel is as bloody as this violent yarn gets  the photography and the compositions are excellent 
"This movie is fun to watch , doesnt have much of a plot (well, there isn't a plot), but there are good jokes and situations that you will laugh at. The basic storyline is Cheech is trying to have a nice date, while Chong is partying with Cheech's cousin (They smoke dope , go in a music store, a massage parlor, a comedy club, and even go into someones house they don't even know! Rated R",1,this movie is fun to watch   doesnt have much of a plot  well  there isnt a plot   but there are good jokes and situations that you will laugh at  the basic storyline is cheech is trying to have a nice date  while chong is partying with cheechs cousin  they smoke dope   go in a music store  a massage parlor  a comedy club  and even go into someones house they dont even know  rated r
"If you enjoy seeing what must have started as a 2 hour movie in unconnected bursts of unwatchability, you'll love this film. Otherwise, you'll just wonder how they could have made such a film from something so simple to translate to the big screen as Inspector Gadget.<br /><br />In the previews for the film, many scenes were shown which were not in the film, and within the film, some scenes just don't make sense. While the movie is slightly less than 1 hour and a half, I can only think of one truly memorable moment, and that is just before or during the credits!<br /><br />",0,if you enjoy seeing what must have started as a 2 hour movie in unconnected bursts of unwatchability  youll love this film  otherwise  youll just wonder how they could have made such a film from something so simple to translate to the big screen as inspector gadget  in the previews for the film  many scenes were shown which were not in the film  and within the film  some scenes just dont make sense  while the movie is slightly less than 1 hour and a half  i can only think of one truly memorable moment  and that is just before or during the credits 
"When i got this movie free from my job, along with three other similar movies.. I watched then with very low expectations. Now this movie isn't bad per se. You get what you pay for. It is a tale of love, betrayal, lies, sex, scandal, everything you want in a movie. Definitely not a Hollywood blockbuster, but for cheap thrills it is not that bad. I would probably never watch this movie again. In a nutshell this is the kind of movie that you would see either very late at night on a local television station that is just wanting to take up some time, or you would see it on a Sunday afternoon on a local television station that is trying to take up some time. Despite the bad acting, cliché lines, and sub par camera work. I didn't have the desire to turn off the movie and pretend like it never popped into my DVD player. The story has been done many times in many movies. This one is no different, no better, no worse. <br /><br />Just your average movie.",0,when i got this movie free from my job  along with three other similar movies   i watched then with very low expectations  now this movie isnt bad per se  you get what you pay for  it is a tale of love  betrayal  lies  sex  scandal  everything you want in a movie  definitely not a hollywood blockbuster  but for cheap thrills it is not that bad  i would probably never watch this movie again  in a nutshell this is the kind of movie that you would see either very late at night on a local television station that is just wanting to take up some time  or you would see it on a sunday afternoon on a local television station that is trying to take up some time  despite the bad acting  cliché lines  and sub par camera work  i didnt have the desire to turn off the movie and pretend like it never popped into my dvd player  the story has been done many times in many movies  this one is no different  no better  no worse   just your average movie 
"I had few problems with this film, and I have heard a lot of criticisms saying it is overlong and overrated. True, it is over three hours long, but I was amazed that it goes by so quickly. I don't think it is overrated at all, I think the IMDb rating is perfectly decent. The film looks sumptuous, with gorgeous costumes and excellent effects, and the direction from James Cameron rarely slips from focus. Leonardo DiCaprio gives one of his best performances as Jack, and Kate Winslet is lovely as Rose. David Warner, a great actor, steals every scene he's in. The story is very rich in detail, and is hot on character development, obvious with the love story which is very moving when it needs to be, though in the first bit of the movie it is a little slow. The last hour is extremely riveting, and I will confess that I was on the edge of my seat, when the Titanic sank. I will also say that the last five minutes were very moving. The music score by James Horner was lovely, though I never was a huge fan of the song My Heart will Go On. The 1996 miniseries was good, but suffered from undeveloped scenarios and some historical inaccuracies. Overall, I give Titanic an 8.5/10. Bethany Cox.",1,i had few problems with this film  and i have heard a lot of criticisms saying it is overlong and overrated  true  it is over three hours long  but i was amazed that it goes by so quickly  i dont think it is overrated at all  i think the imdb rating is perfectly decent  the film looks sumptuous  with gorgeous costumes and excellent effects  and the direction from james cameron rarely slips from focus  leonardo dicaprio gives one of his best performances as jack  and kate winslet is lovely as rose  david warner  a great actor  steals every scene hes in  the story is very rich in detail  and is hot on character development  obvious with the love story which is very moving when it needs to be  though in the first bit of the movie it is a little slow  the last hour is extremely riveting  and i will confess that i was on the edge of my seat  when the titanic sank  i will also say that the last five minutes were very moving  the music score by james horner was lovely  though i never was a huge fan of the song my heart will go on  the 1996 miniseries was good  but suffered from undeveloped scenarios and some historical inaccuracies  overall  i give titanic an 8 5 10  bethany cox 
"Slasher films are often seen as the derivative, repetitive and frankly unoriginal. I happen to to be a horror movie fan, but this film was just so poor, words fail me. The script is severely lacking, the plot is ridiculous, the acting astoundingly bad. Just an all round stinker, that I wasted time of my life on. This had all the entertainment value of a 15th sequel to a film that was dire in the first place. <br /><br />Who greenlit this mess?<br /><br />I only liked two things in this movie. The first was the killer's mask - which was nice. The second was the Austrailian affinity with humourous profanity.<br /><br />Save yourself, and avoid this hideous mess.",0,slasher films are often seen as the derivative  repetitive and frankly unoriginal  i happen to to be a horror movie fan  but this film was just so poor  words fail me  the script is severely lacking  the plot is ridiculous  the acting astoundingly bad  just an all round stinker  that i wasted time of my life on  this had all the entertainment value of a 15th sequel to a film that was dire in the first place   who greenlit this mess  i only liked two things in this movie  the first was the killers mask   which was nice  the second was the austrailian affinity with humourous profanity  save yourself  and avoid this hideous mess 
"I knew about this as a similar programme as Jackass, and I saw one or two episodes on Freeview, and it is the same, only more extreme. Basically three Welsh guys, and one mad British bloke were brought together by love of skateboarding, and a complete disregard/masochistic pleasure to harm themselves and their health and safety. They have had puking, eating pubes-covered pizza, jumping in stinging nettles, naked paint balling, jokes on the smaller guy while heavily sleeping/snoring, stunts in a work place, e.g. army, cowboys, and many more insane stunts that cause bruises, bumps, blood and vomit, maybe not just for themselves. Starring Matthew Pritchard who does pretty much anything, Lee Dainton also up for just about anything, Dan Joyce (the British one) who hardly does much physical stuff and has a OTT laugh, and Pancho (Mike Locke) who does a lot, but is more popular for being short, fat and lazy. It was number something on The 100 Greatest Funny Moments. Very good!",1,i knew about this as a similar programme as jackass  and i saw one or two episodes on freeview  and it is the same  only more extreme  basically three welsh guys  and one mad british bloke were brought together by love of skateboarding  and a complete disregard masochistic pleasure to harm themselves and their health and safety  they have had puking  eating pubes covered pizza  jumping in stinging nettles  naked paint balling  jokes on the smaller guy while heavily sleeping snoring  stunts in a work place  e g  army  cowboys  and many more insane stunts that cause bruises  bumps  blood and vomit  maybe not just for themselves  starring matthew pritchard who does pretty much anything  lee dainton also up for just about anything  dan joyce  the british one  who hardly does much physical stuff and has a ott laugh  and pancho  mike locke  who does a lot  but is more popular for being short  fat and lazy  it was number something on the 100 greatest funny moments  very good 
"There is nothing not to like about Moonstruck. I'm from a New York Italian family and I actually get a little homesick when I watch it. The actors & actresses, the plot, the subplots, the humor.. they were all fantastic. It starts a little slow, but a lot happens in that two days! I fell in love with LaBoheme because of this movie. On my list of favorite movies, Moonstruck is number 3. It's a ""feel good"" movie where you leave the theatre humming ""that's amore"" or repeating some of your favorite lines: ""old man, if you give those dogs another piece of my food, I'll kick you till you're dead""; ""Chrissy, bring me the big knife"", ""who's dead"", ""do you love him Loretta....., good because when you do, they drive you crazy because they know they can"". I always put Moonstruck on when there's nothing good to watch because it makes me happy.",1,there is nothing not to like about moonstruck  im from a new york italian family and i actually get a little homesick when i watch it  the actors   actresses  the plot  the subplots  the humor   they were all fantastic  it starts a little slow  but a lot happens in that two days  i fell in love with laboheme because of this movie  on my list of favorite movies  moonstruck is number 3  its a  feel good  movie where you leave the theatre humming  thats amore  or repeating some of your favorite lines   old man  if you give those dogs another piece of my food  ill kick you till youre dead    chrissy  bring me the big knife    whos dead    do you love him loretta       good because when you do  they drive you crazy because they know they can   i always put moonstruck on when theres nothing good to watch because it makes me happy 
